label,auc_brset,auc_mbrset,sens_brset,sens_mbrset,fpr_brset,fpr_mbrset,ece_brset,ece_mbrset
diabetic_retinopathy,0.9440535365476357,0.7838407995296883,0.8256227758007118,0.4462081128747795,0.060796285149195974,0.05973333333333333,0.11913631350118861,0.12336927204050376
macular_edema,0.9618090204469866,0.8632919691821712,0.6750788643533123,0.33489461358313816,0.008309337721102428,0.011851520572450805,0.04610690087022558,0.06366853900979973
